id,split,image_path,commonName,order,family,genus,species
765,test,014.Indigo_Bunting/Indigo_Bunting_0010_13000.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
766,test,014.Indigo_Bunting/Indigo_Bunting_0078_11852.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
767,test,014.Indigo_Bunting/Indigo_Bunting_0061_13259.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
768,test,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
769,test,014.Indigo_Bunting/Indigo_Bunting_0039_12756.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
770,test,014.Indigo_Bunting/Indigo_Bunting_0085_11991.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
771,test,014.Indigo_Bunting/Indigo_Bunting_0065_14558.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
772,test,014.Indigo_Bunting/Indigo_Bunting_0051_12837.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
773,test,014.Indigo_Bunting/Indigo_Bunting_0033_12777.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
774,test,014.Indigo_Bunting/Indigo_Bunting_0077_14060.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
775,test,014.Indigo_Bunting/Indigo_Bunting_0006_14317.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
776,test,014.Indigo_Bunting/Indigo_Bunting_0024_13523.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
777,test,014.Indigo_Bunting/Indigo_Bunting_0031_13300.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
778,test,014.Indigo_Bunting/Indigo_Bunting_0003_13049.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
779,test,014.Indigo_Bunting/Indigo_Bunting_0074_12829.jpg,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,Cyanea
780,train,015.Lazuli_Bunting/Lazuli_Bunting_0073_14594.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
781,train,015.Lazuli_Bunting/Lazuli_Bunting_0074_14854.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
782,train,015.Lazuli_Bunting/Lazuli_Bunting_0102_14605.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
783,train,015.Lazuli_Bunting/Lazuli_Bunting_0047_14863.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
784,train,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
785,train,015.Lazuli_Bunting/Lazuli_Bunting_0101_14873.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
786,train,015.Lazuli_Bunting/Lazuli_Bunting_0052_14618.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
787,train,015.Lazuli_Bunting/Lazuli_Bunting_0085_14627.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
788,train,015.Lazuli_Bunting/Lazuli_Bunting_0089_14598.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
789,train,015.Lazuli_Bunting/Lazuli_Bunting_0004_14887.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
790,train,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
791,train,015.Lazuli_Bunting/Lazuli_Bunting_0027_14895.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
792,train,015.Lazuli_Bunting/Lazuli_Bunting_0041_15152.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
793,train,015.Lazuli_Bunting/Lazuli_Bunting_0061_15155.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
794,train,015.Lazuli_Bunting/Lazuli_Bunting_0009_15163.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
795,train,015.Lazuli_Bunting/Lazuli_Bunting_0078_15164.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
796,train,015.Lazuli_Bunting/Lazuli_Bunting_0092_14656.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
797,train,015.Lazuli_Bunting/Lazuli_Bunting_0066_14914.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
798,train,015.Lazuli_Bunting/Lazuli_Bunting_0010_14915.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
799,train,015.Lazuli_Bunting/Lazuli_Bunting_0001_14916.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
800,train,015.Lazuli_Bunting/Lazuli_Bunting_0076_14662.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
801,train,015.Lazuli_Bunting/Lazuli_Bunting_0095_14919.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
802,train,015.Lazuli_Bunting/Lazuli_Bunting_0035_14920.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
803,train,015.Lazuli_Bunting/Lazuli_Bunting_0070_14665.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
804,train,015.Lazuli_Bunting/Lazuli_Bunting_0040_14923.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
805,train,015.Lazuli_Bunting/Lazuli_Bunting_0026_14669.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
806,train,015.Lazuli_Bunting/Lazuli_Bunting_0067_14672.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
807,train,015.Lazuli_Bunting/Lazuli_Bunting_0008_15195.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
808,train,015.Lazuli_Bunting/Lazuli_Bunting_0032_14778.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
809,train,015.Lazuli_Bunting/Lazuli_Bunting_0021_14686.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
810,train,015.Lazuli_Bunting/Lazuli_Bunting_0015_14690.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
811,train,015.Lazuli_Bunting/Lazuli_Bunting_0028_14950.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
812,train,015.Lazuli_Bunting/Lazuli_Bunting_0045_14954.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
813,train,015.Lazuli_Bunting/Lazuli_Bunting_0107_14705.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
814,train,015.Lazuli_Bunting/Lazuli_Bunting_0081_14709.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
815,train,015.Lazuli_Bunting/Lazuli_Bunting_0094_11894.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
816,train,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
817,train,015.Lazuli_Bunting/Lazuli_Bunting_0030_14986.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
818,train,015.Lazuli_Bunting/Lazuli_Bunting_0086_14992.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
819,train,015.Lazuli_Bunting/Lazuli_Bunting_0046_14787.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
820,train,015.Lazuli_Bunting/Lazuli_Bunting_0097_14617.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
821,train,015.Lazuli_Bunting/Lazuli_Bunting_0059_14749.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
822,train,015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
823,train,015.Lazuli_Bunting/Lazuli_Bunting_0031_15018.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
824,train,015.Lazuli_Bunting/Lazuli_Bunting_0037_15021.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
825,train,015.Lazuli_Bunting/Lazuli_Bunting_0093_15030.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
826,train,015.Lazuli_Bunting/Lazuli_Bunting_0057_14775.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
827,train,015.Lazuli_Bunting/Lazuli_Bunting_0056_15032.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
828,train,015.Lazuli_Bunting/Lazuli_Bunting_0055_15043.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
829,train,015.Lazuli_Bunting/Lazuli_Bunting_0082_15047.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
830,train,015.Lazuli_Bunting/Lazuli_Bunting_0084_14815.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
831,train,015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
832,train,015.Lazuli_Bunting/Lazuli_Bunting_0025_15079.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
833,train,015.Lazuli_Bunting/Lazuli_Bunting_0014_14824.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
834,train,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
835,train,015.Lazuli_Bunting/Lazuli_Bunting_0020_14837.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
836,train,015.Lazuli_Bunting/Lazuli_Bunting_0087_15096.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
837,train,015.Lazuli_Bunting/Lazuli_Bunting_0048_14844.jpg,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,Amoena
838,train,016.Painted_Bunting/Painted_Bunting_0102_16642.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
839,train,016.Painted_Bunting/Painted_Bunting_0004_16641.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
840,train,016.Painted_Bunting/Painted_Bunting_0077_16819.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
841,train,016.Painted_Bunting/Painted_Bunting_0039_15235.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
842,train,016.Painted_Bunting/Painted_Bunting_0053_16404.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
843,train,016.Painted_Bunting/Painted_Bunting_0050_16670.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
844,train,016.Painted_Bunting/Painted_Bunting_0008_16416.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
845,train,016.Painted_Bunting/Painted_Bunting_0061_16930.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
846,train,016.Painted_Bunting/Painted_Bunting_0011_16690.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
847,train,016.Painted_Bunting/Painted_Bunting_0040_16691.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
848,train,016.Painted_Bunting/Painted_Bunting_0010_16948.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
849,train,016.Painted_Bunting/Painted_Bunting_0072_16697.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
850,train,016.Painted_Bunting/Painted_Bunting_0054_16711.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
851,train,016.Painted_Bunting/Painted_Bunting_0069_16462.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
852,train,016.Painted_Bunting/Painted_Bunting_0058_16719.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
853,train,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
854,train,016.Painted_Bunting/Painted_Bunting_0094_16467.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
855,train,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
856,train,016.Painted_Bunting/Painted_Bunting_0091_15198.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
857,train,016.Painted_Bunting/Painted_Bunting_0100_16735.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
858,train,016.Painted_Bunting/Painted_Bunting_0016_15200.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
859,train,016.Painted_Bunting/Painted_Bunting_0073_16737.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
860,train,016.Painted_Bunting/Painted_Bunting_0005_15202.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
861,train,016.Painted_Bunting/Painted_Bunting_0028_15205.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
862,train,016.Painted_Bunting/Painted_Bunting_0034_15207.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
863,train,016.Painted_Bunting/Painted_Bunting_0055_15208.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
864,train,016.Painted_Bunting/Painted_Bunting_0071_15209.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
865,train,016.Painted_Bunting/Painted_Bunting_0093_15212.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
866,train,016.Painted_Bunting/Painted_Bunting_0098_15226.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
867,train,016.Painted_Bunting/Painted_Bunting_0076_16765.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
868,train,016.Painted_Bunting/Painted_Bunting_0081_15230.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
869,train,016.Painted_Bunting/Painted_Bunting_0019_15231.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
870,train,016.Painted_Bunting/Painted_Bunting_0087_15232.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
871,train,016.Painted_Bunting/Painted_Bunting_0096_15233.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
872,train,016.Painted_Bunting/Painted_Bunting_0070_16515.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
873,train,016.Painted_Bunting/Painted_Bunting_0066_15241.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
874,train,016.Painted_Bunting/Painted_Bunting_0099_16525.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
875,train,016.Painted_Bunting/Painted_Bunting_0006_15249.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
876,train,016.Painted_Bunting/Painted_Bunting_0029_16530.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
877,train,016.Painted_Bunting/Painted_Bunting_0084_16531.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
878,train,016.Painted_Bunting/Painted_Bunting_0080_16534.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
879,train,016.Painted_Bunting/Painted_Bunting_0046_16535.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
880,train,016.Painted_Bunting/Painted_Bunting_0027_16536.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
881,train,016.Painted_Bunting/Painted_Bunting_0086_16540.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
882,train,016.Painted_Bunting/Painted_Bunting_0044_16557.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
883,train,016.Painted_Bunting/Painted_Bunting_0085_15282.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
884,train,016.Painted_Bunting/Painted_Bunting_0036_16563.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
885,train,016.Painted_Bunting/Painted_Bunting_0078_16565.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
886,train,016.Painted_Bunting/Painted_Bunting_0013_15294.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
887,train,016.Painted_Bunting/Painted_Bunting_0021_15295.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
888,train,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
889,train,016.Painted_Bunting/Painted_Bunting_0083_16587.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
890,train,016.Painted_Bunting/Painted_Bunting_0009_16674.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
891,train,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
892,train,016.Painted_Bunting/Painted_Bunting_0032_16605.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
893,train,016.Painted_Bunting/Painted_Bunting_0049_16869.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
894,train,016.Painted_Bunting/Painted_Bunting_0060_15224.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
895,train,016.Painted_Bunting/Painted_Bunting_0002_16887.jpg,Painted Bunting,Passeriformes,Cardinalidae,Passerina,Ciris
896,val,017.Cardinal/Cardinal_0038_19203.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
897,val,017.Cardinal/Cardinal_0072_17159.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
898,val,017.Cardinal/Cardinal_0085_19162.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
899,val,017.Cardinal/Cardinal_0047_17673.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
900,val,017.Cardinal/Cardinal_0094_17165.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
901,val,017.Cardinal/Cardinal_0035_17678.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
902,val,017.Cardinal/Cardinal_0045_18021.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
903,val,017.Cardinal/Cardinal_0103_17425.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
904,val,017.Cardinal/Cardinal_0102_17808.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
905,val,017.Cardinal/Cardinal_0006_17684.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
906,val,017.Cardinal/Cardinal_0054_19334.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
907,val,017.Cardinal/Cardinal_0075_17946.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
908,val,017.Cardinal/Cardinal_0078_17181.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
909,val,017.Cardinal/Cardinal_0041_17189.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
910,val,017.Cardinal/Cardinal_0066_17803.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
911,val,017.Cardinal/Cardinal_0040_17477.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
912,val,017.Cardinal/Cardinal_0051_17223.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
913,val,017.Cardinal/Cardinal_0093_17676.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
914,val,017.Cardinal/Cardinal_0022_17233.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
915,val,017.Cardinal/Cardinal_0023_19026.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
916,val,017.Cardinal/Cardinal_0019_17368.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
917,val,017.Cardinal/Cardinal_0089_18005.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
918,val,017.Cardinal/Cardinal_0025_17239.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
919,val,017.Cardinal/Cardinal_0033_19215.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
920,val,017.Cardinal/Cardinal_0079_19044.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
921,val,017.Cardinal/Cardinal_0105_19045.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
922,val,017.Cardinal/Cardinal_0029_17297.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
923,val,017.Cardinal/Cardinal_0081_17291.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
924,val,017.Cardinal/Cardinal_0050_18035.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
925,val,017.Cardinal/Cardinal_0007_18537.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
926,val,017.Cardinal/Cardinal_0083_18042.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
927,val,017.Cardinal/Cardinal_0020_18664.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
928,val,017.Cardinal/Cardinal_0053_17541.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
929,val,017.Cardinal/Cardinal_0028_18054.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
930,val,017.Cardinal/Cardinal_0014_17389.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
931,val,017.Cardinal/Cardinal_0052_18334.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
932,val,017.Cardinal/Cardinal_0001_17057.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
933,val,017.Cardinal/Cardinal_0074_18339.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
934,val,017.Cardinal/Cardinal_0084_17576.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
935,val,017.Cardinal/Cardinal_0037_18092.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
936,val,017.Cardinal/Cardinal_0018_17071.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
937,val,017.Cardinal/Cardinal_0056_18352.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
938,val,017.Cardinal/Cardinal_0062_17334.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
939,val,017.Cardinal/Cardinal_0092_17591.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
940,val,017.Cardinal/Cardinal_0095_18108.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
941,val,017.Cardinal/Cardinal_0039_17597.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
942,val,017.Cardinal/Cardinal_0016_17862.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
943,val,017.Cardinal/Cardinal_0012_18638.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
944,val,017.Cardinal/Cardinal_0055_18898.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
945,val,017.Cardinal/Cardinal_0010_18894.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
946,val,017.Cardinal/Cardinal_0104_17122.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
947,val,017.Cardinal/Cardinal_0057_17128.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
948,val,017.Cardinal/Cardinal_0049_18258.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
949,val,017.Cardinal/Cardinal_0082_17875.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
950,val,017.Cardinal/Cardinal_0060_17139.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
951,val,017.Cardinal/Cardinal_0097_17396.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
952,val,017.Cardinal/Cardinal_0002_18424.jpg,Cardinal,Passeriformes,Cardinalidae,Cardinalis,Cardinalis
953,train,018.Spotted_Catbird/Spotted_Catbird_0018_796800.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
954,train,018.Spotted_Catbird/Spotted_Catbird_0030_796801.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
955,train,018.Spotted_Catbird/Spotted_Catbird_0012_796802.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
956,train,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
957,train,018.Spotted_Catbird/Spotted_Catbird_0004_796804.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
958,train,018.Spotted_Catbird/Spotted_Catbird_0033_796805.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
959,train,018.Spotted_Catbird/Spotted_Catbird_0031_796806.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
960,train,018.Spotted_Catbird/Spotted_Catbird_0041_796807.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
961,train,018.Spotted_Catbird/Spotted_Catbird_0015_796808.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
962,train,018.Spotted_Catbird/Spotted_Catbird_0044_796809.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
963,train,018.Spotted_Catbird/Spotted_Catbird_0037_796810.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
964,train,018.Spotted_Catbird/Spotted_Catbird_0039_796811.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
965,train,018.Spotted_Catbird/Spotted_Catbird_0028_796813.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
966,train,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
967,train,018.Spotted_Catbird/Spotted_Catbird_0011_796815.jpg,Spotted Catbird,Passeriformes,Ptilonorhynchidae,Ailuroedus,Maculosus
